date,party,value,mean20,mean20_missing
2017-10-22,pd,26.4,27.083333333333332,27.25
2017-10-22,pd,26.7,27.080000000000002,27.18
2017-10-22,i,NA,NA,NaN
2017-10-22,i,NA,NA,NaN
2017-10-22,fi,12.7,13.846666666666666,13.78
2017-10-22,fi,14.1,13.866666666666667,13.81
2017-10-22,ln,14.3,14.8,14.775
2017-10-22,ln,15,14.77,14.83
2017-10-22,fdl,4.7,NA,4.88421052631579
2017-10-22,fdl,5,NA,4.878947368421053
2017-10-22,m5s,26.9,27.006666666666668,27.21
2017-10-22,m5s,28.3,27.05666666666667,27.275
2017-10-22,leu,NA,NA,NaN
2017-10-22,leu,NA,NA,NaN
2017-10-22,others,5.5,4.09,4.07
2017-10-22,others,5.6,4.166666666666667,4.06
2017-10-22,si,2,NA,2.068421052631579
2017-10-22,si,NA,NA,2.0722222222222224
2017-10-22,ap,2.1,NA,2.2736842105263158
2017-10-22,ap,2.2,NA,2.268421052631579
2017-10-22,mdp,2.6,NA,3.3842105263157896
2017-10-22,mdp,5,NA,3.526315789473684
2017-10-22,cp/ap,0.9,NA,1.45
2017-10-22,cp/ap,NA,NA,1.5
2017-10-22,lcp,NA,NA,NaN
2017-10-22,lcp,NA,NA,NaN
2017-10-23,pd,25.8,27.10666666666667,27.195
2017-10-23,i,NA,NA,NaN
2017-10-23,fi,16,13.94,13.91
2017-10-23,ln,15.8,14.81,14.89
2017-10-23,fdl,4.9,NA,4.894736842105263
2017-10-23,m5s,25.6,27.026666666666667,27.26
2017-10-23,leu,NA,NA,NaN
2017-10-23,others,3.6,4.163333333333333,4.115
2017-10-23,si,2.5,NA,2.088888888888889
2017-10-23,ap,2,NA,2.268421052631579
2017-10-23,mdp,3.8,NA,3.5789473684210527
2017-10-23,cp/ap,NA,NA,1.48
2017-10-23,lcp,NA,NA,NaN
2017-10-25,pd,25.4,27.086666666666666,27.12
2017-10-25,pd,26.5,27.053333333333335,27.009999999999998
2017-10-25,pd,26.8,27,26.83
2017-10-25,i,NA,NA,NaN
2017-10-25,i,NA,NA,NaN
2017-10-25,i,NA,NA,NaN
2017-10-25,fi,13.7,13.913333333333332,13.885
2017-10-25,fi,14,13.946666666666665,13.98
2017-10-25,fi,14,13.946666666666665,13.925
2017-10-25,ln,14.6,14.796666666666665,14.835
2017-10-25,ln,15.3,14.84,14.865
2017-10-25,ln,15.6,14.879999999999999,14.795
2017-10-25,fdl,4.4,NA,4.842105263157895
2017-10-25,fdl,4.7,NA,4.889473684210526
2017-10-25,fdl,5,NA,4.8950000000000005
2017-10-25,m5s,27,27.03666666666667,27.28
2017-10-25,m5s,27.1,27.093333333333337,27.16
2017-10-25,m5s,28,27.123333333333335,27.065
2017-10-25,leu,NA,NA,NaN
2017-10-25,leu,NA,NA,NaN
2017-10-25,leu,NA,NA,NaN
2017-10-25,others,3.5,4.053333333333334,3.955
2017-10-25,others,4.4,4.056666666666667,4.175
2017-10-25,others,5.9,4.073333333333333,4.315
2017-10-25,si,2,NA,2.0611111111111113
2017-10-25,si,2,NA,2.077777777777778
2017-10-25,si,NA,NA,2.077777777777778
2017-10-25,ap,2,NA,2.2157894736842105
2017-10-25,ap,2,NA,2.1894736842105265
2017-10-25,ap,2.6,NA,2.21
2017-10-25,mdp,2.4,NA,3.536842105263158
2017-10-25,mdp,3,NA,3.2736842105263158
2017-10-25,mdp,6,NA,3.41
2017-10-25,cp/ap,1.2,NA,1.4545454545454546
2017-10-25,cp/ap,NA,NA,1.25
2017-10-25,cp/ap,NA,NA,1.25
2017-10-25,lcp,NA,NA,NaN
2017-10-25,lcp,NA,NA,NaN
2017-10-25,lcp,NA,NA,NaN
2017-10-26,pd,25.5,26.97666666666667,26.77
2017-10-26,pd,25.5,26.860000000000003,26.57
2017-10-26,i,NA,NA,NaN
2017-10-26,i,NA,NA,NaN
2017-10-26,fi,14,13.883333333333333,13.95
2017-10-26,fi,16.1,14.02,13.965
2017-10-26,ln,13.5,14.819999999999999,14.870000000000001
2017-10-26,ln,15.2,14.876666666666667,14.865
2017-10-26,fdl,4.5,NA,4.87
2017-10-26,fdl,5.5,NA,4.885
2017-10-26,m5s,27,27.166666666666668,27.125
2017-10-26,m5s,27.5,27.116666666666667,27.075
2017-10-26,leu,NA,NA,NaN
2017-10-26,leu,NA,NA,NaN
2017-10-26,others,2.7,4.083333333333333,4.32
2017-10-26,others,4.5,4.133333333333334,4.3950000000000005
2017-10-26,si,1,NA,2.022222222222222
2017-10-26,si,2.6,NA,2.0444444444444443
2017-10-26,ap,3,NA,2.255
2017-10-26,ap,3.1,NA,2.2600000000000002
2017-10-26,mdp,2.8,NA,3.375
2017-10-26,mdp,3.5,NA,3.365
2017-10-26,cp/ap,2.5,NA,1.44
2017-10-26,cp/ap,NA,NA,1.44
2017-10-26,lcp,NA,NA,NaN
2017-10-26,lcp,NA,NA,NaN
2017-10-27,pd,24.1,26.76,26.405
2017-10-27,i,NA,NA,NaN
2017-10-27,fi,11.7,13.973333333333333,13.91
2017-10-27,ln,14.3,14.836666666666666,14.855
2017-10-27,fdl,5.4,NA,4.97
2017-10-27,m5s,30.1,27.236666666666668,27.22
2017-10-27,leu,NA,NA,NaN
2017-10-27,others,3.2,4.123333333333333,4.32
2017-10-27,si,NA,NA,2.0470588235294116
2017-10-27,ap,1.5,NA,2.255
2017-10-27,mdp,8.3,NA,3.67
2017-10-27,cp/ap,1.4,NA,1.48
2017-10-27,lcp,NA,NA,NaN
2017-10-28,pd,27.3,26.833333333333332,26.385
2017-10-28,i,NA,NA,NaN
2017-10-28,fi,14.3,13.979999999999999,13.945
2017-10-28,ln,13.8,14.803333333333333,14.790000000000001
2017-10-28,fdl,4.3,NA,4.9350000000000005
2017-10-28,m5s,26.1,27.213333333333335,27.16
2017-10-28,leu,NA,NA,NaN
2017-10-28,others,4.5,4.056666666666667,4.285
2017-10-28,si,2.8,NA,2.088235294117647
2017-10-28,ap,2.7,NA,2.2800000000000002
2017-10-28,mdp,3.2,NA,3.675
2017-10-28,cp/ap,1,NA,1.42
2017-10-28,lcp,NA,NA,NaN
2017-10-29,pd,26.5,26.836666666666666,26.435
2017-10-29,i,NA,NA,NaN
2017-10-29,fi,13.2,13.889999999999999,13.895
2017-10-29,ln,13.6,14.74,14.73
2017-10-29,fdl,5,NA,4.97
2017-10-29,m5s,28.8,27.323333333333334,27.275
2017-10-29,leu,NA,NA,NaN
2017-10-29,others,5.3,4.153333333333333,4.375
2017-10-29,si,2,NA,2.0823529411764707
2017-10-29,ap,2,NA,2.2800000000000002
2017-10-29,mdp,3,NA,3.695
2017-10-29,cp/ap,0.6,NA,1.33
2017-10-29,lcp,NA,NA,NaN
2017-10-30,pd,25.6,26.753333333333334,26.355
2017-10-30,pd,29,26.87,26.49
2017-10-30,i,NA,NA,NaN
2017-10-30,i,NA,NA,NaN
2017-10-30,fi,12.5,13.856666666666666,13.81
2017-10-30,fi,16.2,13.93,13.91
2017-10-30,ln,14.5,14.76,14.68
2017-10-30,ln,15.2,14.78,14.71
2017-10-30,fdl,4.5,NA,4.93
2017-10-30,fdl,4.8,NA,4.92
2017-10-30,m5s,26.3,27.3,27.25
2017-10-30,m5s,29,27.403333333333332,27.32
2017-10-30,leu,NA,NA,NaN
2017-10-30,leu,NA,NA,NaN
2017-10-30,others,2.5,4.043333333333334,4.1850000000000005
2017-10-30,others,3.9,4.09,4.2700000000000005
2017-10-30,si,2,NA,2.0764705882352943
2017-10-30,si,2.3,NA,2.0823529411764707
2017-10-30,ap,2.2,NA,2.2600000000000002
2017-10-30,ap,2.5,NA,2.275
2017-10-30,mdp,3.5,NA,3.72
2017-10-30,mdp,3.5,NA,3.71
2017-10-30,cp/ap,NA,NA,1.33
2017-10-30,cp/ap,NA,NA,1.2333333333333334
2017-10-30,lcp,NA,NA,NaN
2017-10-30,lcp,NA,NA,NaN
2017-11-01,pd,25.6,26.826666666666668,26.32
2017-11-01,pd,25.7,26.72666666666667,26.25
2017-11-01,i,NA,NA,NaN
2017-11-01,i,NA,NA,NaN
2017-11-01,fi,13.3,13.9,13.925
2017-11-01,fi,14,13.963333333333333,14.015
2017-11-01,ln,15,14.756666666666666,14.76
2017-11-01,ln,15.1,14.77,14.775
2017-11-01,fdl,4.8,NA,4.9350000000000005
2017-11-01,fdl,4.9,NA,4.93
2017-11-01,m5s,26.5,27.4,27.22
2017-11-01,m5s,27.4,27.330000000000002,27.195
2017-11-01,leu,NA,NA,NaN
2017-11-01,leu,NA,NA,NaN
2017-11-01,others,5.8,4.0600000000000005,4.41
2017-11-01,others,6,4.260000000000001,4.455
2017-11-01,si,2,NA,2.0823529411764707
2017-11-01,si,2.4,NA,2.1058823529411765
2017-11-01,ap,2,NA,2.25
2017-11-01,ap,2.5,NA,2.265
2017-11-01,mdp,2.6,NA,3.665
2017-11-01,mdp,3,NA,3.695
2017-11-01,cp/ap,1.4,NA,1.25
2017-11-01,cp/ap,NA,NA,1.288888888888889
2017-11-01,lcp,NA,NA,NaN
2017-11-01,lcp,NA,NA,NaN
2017-11-02,pd,26.7,26.603333333333335,26.275
2017-11-02,i,NA,NA,NaN
2017-11-02,fi,14.3,13.936666666666666,13.93
2017-11-02,ln,14.8,14.696666666666665,14.74
2017-11-02,fdl,4.7,NA,4.905
2017-11-02,m5s,27.7,27.256666666666668,27.295
2017-11-02,leu,NA,NA,NaN
2017-11-02,others,3.9,4.286666666666666,4.47
2017-11-02,si,2.3,NA,2.1176470588235294
2017-11-02,ap,2.4,NA,2.285
2017-11-02,mdp,3.2,NA,3.675
2017-11-02,cp/ap,NA,NA,1.288888888888889
2017-11-02,lcp,NA,NA,NaN
2017-11-04,pd,25,26.54666666666667,26.225
2017-11-04,i,NA,NA,NaN
2017-11-04,fi,16.4,14.033333333333333,14.12
2017-11-04,ln,15.2,14.803333333333333,14.825
2017-11-04,fdl,5,NA,4.915
2017-11-04,m5s,27,27.29666666666667,27.37
2017-11-04,leu,NA,NA,NaN
2017-11-04,others,3.5,4.316666666666666,4.425
2017-11-04,si,2.3,NA,2.1411764705882352
2017-11-04,ap,1.8,NA,2.275
2017-11-04,mdp,3.8,NA,3.72
2017-11-04,cp/ap,NA,NA,1.35
2017-11-04,lcp,NA,NA,NaN
2017-11-05,pd,26.5,26.44666666666667,26.23
2017-11-05,i,NA,NA,NaN
2017-11-05,fi,13.3,13.95,14.105
2017-11-05,ln,13.7,14.75,14.775
2017-11-05,fdl,5,NA,4.915
2017-11-05,m5s,28.6,27.3,27.490000000000002
2017-11-05,leu,NA,NA,NaN
2017-11-05,others,5.4,4.3966666666666665,4.42
2017-11-05,si,2,NA,2.1411764705882352
2017-11-05,ap,1.8,NA,2.265
2017-11-05,mdp,3.1,NA,3.715
2017-11-05,cp/ap,0.6,NA,1.2
2017-11-05,lcp,NA,NA,NaN
2017-11-06,pd,27.5,26.45,26.255
2017-11-06,i,NA,NA,NaN
2017-11-06,fi,14,13.99,14.09
2017-11-06,ln,14.5,14.75,14.71
2017-11-06,fdl,5,NA,4.85
2017-11-06,m5s,29,27.360000000000003,27.595
2017-11-06,leu,NA,NA,NaN
2017-11-06,others,2.5,4.323333333333334,4.25
2017-11-06,si,2,NA,2.1411764705882352
2017-11-06,ap,2,NA,2.225
2017-11-06,mdp,3.5,NA,3.68
2017-11-06,cp/ap,NA,NA,1.2
2017-11-06,lcp,NA,NA,NaN
2017-11-07,pd,24.7,26.35,26.14
2017-11-07,i,NA,NA,NaN
2017-11-07,fi,15.5,14.053333333333333,14.165
2017-11-07,ln,15.7,14.77,14.735
2017-11-07,fdl,4.2,NA,4.815
2017-11-07,m5s,28.3,27.393333333333334,27.61
2017-11-07,leu,NA,NA,NaN
2017-11-07,others,4.3,4.293333333333334,4.325
2017-11-07,si,2,NA,2.1294117647058823
2017-11-07,ap,1,NA,2.17
2017-11-07,mdp,2.7,NA,3.625
2017-11-07,cp/ap,1.6,NA,1.2444444444444445
2017-11-07,lcp,NA,NA,NaN
2017-11-08,pd,24.7,26.323333333333334,26.055
2017-11-08,pd,25.5,26.266666666666666,25.995
2017-11-08,pd,26.3,26.266666666666666,26.02
2017-11-08,i,NA,NA,NaN
2017-11-08,i,NA,NA,NaN
2017-11-08,i,NA,NA,NaN
2017-11-08,fi,14.3,14.056666666666667,14.245
2017-11-08,fi,14.3,14.059999999999999,14.255
2017-11-08,fi,14.9,14.083333333333334,14.2
2017-11-08,ln,14.5,14.76,14.745
2017-11-08,ln,15,14.743333333333334,14.745
2017-11-08,ln,15.2,14.763333333333332,14.715
2017-11-08,fdl,4.6,NA,4.8100000000000005
2017-11-08,fdl,4.7,NA,4.795
2017-11-08,fdl,5,NA,4.8
2017-11-08,m5s,25.4,27.35666666666667,27.535
2017-11-08,m5s,27.6,27.383333333333333,27.5
2017-11-08,m5s,27.8,27.39,27.61
2017-11-08,leu,NA,NA,NaN
2017-11-08,leu,NA,NA,NaN
2017-11-08,leu,NA,NA,NaN
2017-11-08,others,3,4.276666666666667,4.2
2017-11-08,others,5,4.233333333333333,4.17
2017-11-08,others,5.8,4.3533333333333335,4.28
2017-11-08,si,2,NA,2.1294117647058823
2017-11-08,si,2.1,NA,2.1277777777777778
2017-11-08,si,2.3,NA,2.1166666666666667
2017-11-08,ap,1.7,NA,2.15
2017-11-08,ap,2,NA,2.14
2017-11-08,ap,2.5,NA,2.165
2017-11-08,mdp,2.9,NA,3.64
2017-11-08,mdp,3,NA,3.54
2017-11-08,mdp,3.1,NA,3.505
2017-11-08,cp/ap,1.6,NA,1.3222222222222222
2017-11-08,cp/ap,3.2,NA,1.51
2017-11-08,cp/ap,NA,NA,1.51
2017-11-08,lcp,NA,NA,NaN
2017-11-08,lcp,NA,NA,NaN
2017-11-08,lcp,NA,NA,NaN
2017-11-09,pd,24.3,26.110000000000003,25.965
2017-11-09,i,NA,NA,NaN
2017-11-09,fi,16.1,14.186666666666666,14.32
2017-11-09,ln,15.3,14.806666666666667,14.75
2017-11-09,fdl,5.1,NA,4.835
2017-11-09,m5s,29.3,27.416666666666668,27.725
2017-11-09,leu,NA,NA,NaN
2017-11-09,others,2,4.319999999999999,4.205
2017-11-09,si,2.5,NA,2.1444444444444444
2017-11-09,ap,2.6,NA,2.195
2017-11-09,mdp,2.8,NA,3.525
2017-11-09,cp/ap,NA,NA,1.5444444444444445
2017-11-09,lcp,NA,NA,NaN
2017-11-12,pd,26,26.073333333333334,25.94
2017-11-12,i,NA,NA,NaN
2017-11-12,fi,14,14.246666666666666,14.32
2017-11-12,ln,13.7,14.77,14.67
2017-11-12,fdl,5.4,NA,4.87
2017-11-12,m5s,27.7,27.410000000000004,27.755
2017-11-12,leu,NA,NA,NaN
2017-11-12,others,5.5,4.333333333333333,4.26
2017-11-12,si,1.9,NA,2.138888888888889
2017-11-12,ap,1.8,NA,2.185
2017-11-12,mdp,3.3,NA,3.54
2017-11-12,cp/ap,0.7,NA,1.46
2017-11-12,lcp,NA,NA,NaN
2017-11-15,pd,23.8,25.993333333333336,25.79
2017-11-15,pd,24.5,25.943333333333335,25.740000000000002
2017-11-15,pd,25.9,25.92666666666667,25.76
2017-11-15,i,NA,NA,NaN
2017-11-15,i,NA,NA,NaN
2017-11-15,i,NA,NA,NaN
2017-11-15,fi,13.6,14.166666666666666,14.3
2017-11-15,fi,14.6,14.233333333333333,14.33
2017-11-15,fi,15.5,14.296666666666665,14.3
2017-11-15,ln,13.5,14.703333333333331,14.565
2017-11-15,ln,14.8,14.746666666666666,14.629999999999999
2017-11-15,ln,15,14.756666666666666,14.62
2017-11-15,fdl,4.3,NA,4.835
2017-11-15,fdl,4.8,NA,4.85
2017-11-15,fdl,5,NA,4.825
2017-11-15,m5s,26.5,27.436666666666667,27.68
2017-11-15,m5s,27.5,27.503333333333334,27.705000000000002
2017-11-15,m5s,27.9,27.560000000000002,27.725
2017-11-15,leu,NA,NA,NaN
2017-11-15,leu,NA,NA,NaN
2017-11-15,leu,NA,NA,NaN
2017-11-15,others,6,4.413333333333333,4.265
2017-11-15,others,6.4,4.48,4.45
2017-11-15,others,6.5,4.513333333333334,4.55
2017-11-15,si,2,NA,2.131578947368421
2017-11-15,si,2.4,NA,2.205263157894737
2017-11-15,si,2.7,NA,2.2105263157894735
2017-11-15,ap,1.8,NA,2.145
2017-11-15,ap,2.1,NA,2.1
2017-11-15,ap,2.5,NA,2.07
2017-11-15,mdp,2.8,NA,3.38
2017-11-15,mdp,3.1,NA,3.395
2017-11-15,mdp,3.3,NA,3.3850000000000002
2017-11-15,cp/ap,1.2,NA,1.4363636363636363
2017-11-15,cp/ap,NA,NA,1.33
2017-11-15,cp/ap,NA,NA,1.33
2017-11-15,lcp,NA,NA,NaN
2017-11-15,lcp,NA,NA,NaN
2017-11-15,lcp,NA,NA,NaN
2017-11-16,pd,24.9,25.85666666666667,25.8
2017-11-16,i,NA,NA,NaN
2017-11-16,fi,14.8,14.313333333333333,14.455
2017-11-16,ln,14.4,14.71,14.625
2017-11-16,fdl,4.8,NA,4.795
2017-11-16,m5s,27.3,27.573333333333334,27.585
2017-11-16,leu,NA,NA,NaN
2017-11-16,others,6.6,4.536666666666666,4.72
2017-11-16,si,2.2,NA,2.21
2017-11-16,ap,1.9,NA,2.09
2017-11-16,mdp,3.1,NA,3.125
2017-11-16,cp/ap,NA,NA,1.3222222222222222
2017-11-16,lcp,NA,NA,NaN
2017-11-18,pd,24.2,25.763333333333335,25.645
2017-11-18,i,NA,NA,NaN
2017-11-18,fi,16.6,14.4,14.57
2017-11-18,ln,15.8,14.729999999999999,14.725
2017-11-18,fdl,5,NA,4.83
2017-11-18,m5s,27.4,27.553333333333335,27.65
2017-11-18,leu,NA,NA,NaN
2017-11-18,others,3.3,4.553333333333333,4.66
2017-11-18,si,2.3,NA,2.185
2017-11-18,ap,1.7,NA,2.04
2017-11-18,mdp,3.1,NA,3.12
2017-11-18,cp/ap,0.6,NA,1.2777777777777777
2017-11-18,lcp,NA,NA,NaN
2017-11-19,pd,25.6,25.736666666666668,25.6
2017-11-19,i,NA,NA,NaN
2017-11-19,fi,14.2,14.45,14.620000000000001
2017-11-19,ln,13.4,14.7,14.715
2017-11-19,fdl,5.2,NA,4.84
2017-11-19,m5s,28,27.59,27.61
2017-11-19,leu,NA,NA,NaN
2017-11-19,others,5.7,4.5600000000000005,4.68
2017-11-19,si,1.9,NA,2.18
2017-11-19,ap,1.8,NA,2.03
2017-11-19,mdp,3.4,NA,3.14
2017-11-19,cp/ap,0.8,NA,1.3
2017-11-19,lcp,NA,NA,NaN
2017-11-21,pd,23.4,25.62666666666667,25.49
2017-11-21,i,NA,NA,NaN
2017-11-21,fi,15.8,14.506666666666666,14.785
2017-11-21,ln,13.1,14.636666666666665,14.645
2017-11-21,fdl,5,NA,4.865
2017-11-21,m5s,28,27.580000000000002,27.695
2017-11-21,leu,NA,NA,NaN
2017-11-21,others,6.5,4.590000000000001,4.88
2017-11-21,si,3,NA,2.23
2017-11-21,ap,2,NA,2.02
2017-11-21,mdp,3.2,NA,3.125
2017-11-21,cp/ap,NA,NA,1.3
2017-11-21,lcp,NA,NA,NaN
2017-11-22,pd,24.3,25.576666666666668,25.255
2017-11-22,pd,25.5,25.580000000000002,25.25
2017-11-22,pd,26.3,25.573333333333334,25.28
2017-11-22,i,NA,NA,NaN
2017-11-22,i,NA,NA,NaN
2017-11-22,i,NA,NA,NaN
2017-11-22,fi,14.5,14.456666666666667,14.700000000000001
2017-11-22,fi,15,14.5,14.785
2017-11-22,fi,15.8,14.56,14.875
2017-11-22,ln,13.9,14.573333333333332,14.58
2017-11-22,ln,14,14.553333333333333,14.53
2017-11-22,ln,14.7,14.533333333333333,14.51
2017-11-22,fdl,3.8,NA,4.815
2017-11-22,fdl,4.8,NA,4.815
2017-11-22,fdl,5,NA,4.82
2017-11-22,m5s,26,27.593333333333337,27.545
2017-11-22,m5s,26.1,27.563333333333336,27.525
2017-11-22,m5s,27.5,27.576666666666668,27.53
2017-11-22,leu,NA,NA,NaN
2017-11-22,leu,NA,NA,NaN
2017-11-22,leu,NA,NA,NaN
2017-11-22,others,5.5,4.653333333333333,4.96
2017-11-22,others,5.6,4.723333333333334,4.95
2017-11-22,others,6.5,4.793333333333334,4.975
2017-11-22,si,2,NA,2.215
2017-11-22,si,2.4,NA,2.235
2017-11-22,si,NA,NA,2.2263157894736842
2017-11-22,ap,1.8,NA,1.985
2017-11-22,ap,2.1,NA,1.99
2017-11-22,ap,2.6,NA,1.995
2017-11-22,mdp,3,NA,3.1
2017-11-22,mdp,3.2,NA,3.13
2017-11-22,mdp,5.4,NA,3.25
2017-11-22,cp/ap,1.1,NA,1.28
2017-11-22,cp/ap,1.6,NA,1.3
2017-11-22,cp/ap,NA,NA,1.3
2017-11-22,lcp,NA,NA,NaN
2017-11-22,lcp,NA,NA,NaN
2017-11-22,lcp,NA,NA,NaN
2017-11-23,pd,24.4,25.493333333333336,25.165
2017-11-23,i,NA,NA,NaN
2017-11-23,fi,15.1,14.596666666666666,14.915000000000001
2017-11-23,ln,14.3,14.49,14.485
2017-11-23,fdl,4.9,NA,4.83
2017-11-23,m5s,27.5,27.560000000000002,27.52
2017-11-23,leu,NA,NA,NaN
2017-11-23,others,6.7,4.819999999999999,5.115
2017-11-23,si,2.4,NA,2.231578947368421
2017-11-23,ap,2.1,NA,1.98
2017-11-23,mdp,3,NA,3.24
2017-11-23,cp/ap,NA,NA,1.3
2017-11-23,lcp,NA,NA,NaN
2017-11-26,pd,23.5,25.42666666666667,25.09
2017-11-26,pd,25.6,25.430000000000003,25.045
2017-11-26,i,NA,NA,NaN
2017-11-26,i,NA,NA,NaN
2017-11-26,fi,14.6,14.616666666666667,14.825000000000001
2017-11-26,fi,17.5,14.663333333333332,15.035
2017-11-26,ln,13,14.473333333333333,14.375
2017-11-26,ln,14.8,14.46,14.43
2017-11-26,fdl,4.9,NA,4.825
2017-11-26,fdl,5.3,NA,4.84
2017-11-26,m5s,25.8,27.52,27.46
2017-11-26,m5s,27.9,27.533333333333335,27.425
2017-11-26,leu,NA,NA,NaN
2017-11-26,leu,NA,NA,NaN
2017-11-26,others,5,4.8966666666666665,5.19
2017-11-26,others,5.8,4.94,5.21
2017-11-26,si,2.6,NA,2.2473684210526317
2017-11-26,si,NA,NA,2.261111111111111
2017-11-26,ap,1.7,NA,1.975
2017-11-26,ap,1.9,NA,1.98
2017-11-26,mdp,4,NA,3.25
2017-11-26,mdp,5.5,NA,3.37
2017-11-26,cp/ap,0.6,NA,1.2363636363636363
2017-11-26,cp/ap,NA,NA,1.3
2017-11-26,lcp,NA,NA,NaN
2017-11-26,lcp,NA,NA,NaN
2017-11-29,pd,24.3,25.436666666666667,24.885
2017-11-29,pd,26.2,25.4,24.96
2017-11-29,i,NA,NA,NaN
2017-11-29,i,NA,NA,NaN
2017-11-29,fi,14.8,14.766666666666667,15.075000000000001
2017-11-29,fi,15.3,14.8,15.065
2017-11-29,ln,13.5,14.433333333333334,14.38
2017-11-29,ln,14.3,14.45,14.31
2017-11-29,fdl,5.1,NA,4.845
2017-11-29,fdl,5.1,NA,4.89
2017-11-29,m5s,25.7,27.386666666666667,27.26
2017-11-29,m5s,27.3,27.42666666666667,27.21
2017-11-29,leu,NA,NA,NaN
2017-11-29,leu,NA,NA,NaN
2017-11-29,others,6,5.033333333333333,5.385
2017-11-29,others,6.6,5.1033333333333335,5.5
2017-11-29,si,2,NA,2.261111111111111
2017-11-29,si,NA,NA,2.276470588235294
2017-11-29,ap,1.7,NA,1.965
2017-11-29,ap,2.6,NA,2.045
2017-11-29,mdp,3.4,NA,3.365
2017-11-29,mdp,4.9,NA,3.475
2017-11-29,cp/ap,1.2,NA,1.290909090909091
2017-11-29,cp/ap,NA,NA,1.26
2017-11-29,lcp,NA,NA,NaN
2017-11-29,lcp,NA,NA,NaN
2017-11-30,pd,24.4,25.330000000000002,24.945
2017-11-30,i,NA,NA,NaN
2017-11-30,fi,15.6,14.879999999999999,15.13
2017-11-30,ln,13.7,14.453333333333331,14.27
2017-11-30,fdl,5,NA,4.91
2017-11-30,m5s,27,27.366666666666667,27.29
2017-11-30,leu,NA,NA,NaN
2017-11-30,others,6.8,5.153333333333333,5.6899999999999995
2017-11-30,si,2.4,NA,2.3
2017-11-30,ap,2.1,NA,2.065
2017-11-30,mdp,3,NA,3.48
2017-11-30,cp/ap,NA,NA,1.2222222222222223
2017-11-30,lcp,NA,NA,NaN
2017-12-03,pd,25.3,25.32,24.935
2017-12-03,i,NA,NA,NaN
2017-12-03,fi,15.3,14.973333333333333,15.18
2017-12-03,ln,12.8,14.396666666666667,14.16
2017-12-03,fdl,5.3,NA,4.9399999999999995
2017-12-03,m5s,28.3,27.433333333333334,27.325
2017-12-03,leu,5.2,NA,5.2
2017-12-03,others,5.6,5.256666666666667,5.72
2017-12-03,si,NA,NA,2.3125
2017-12-03,ap,1.5,NA,2.04
2017-12-03,mdp,NA,NA,3.505263157894737
2017-12-03,cp/ap,0.7,NA,0.9444444444444444
2017-12-03,lcp,NA,NA,NaN
2017-12-04,pd,23.3,25.130000000000003,24.785
2017-12-04,i,NA,NA,NaN
2017-12-04,fi,17,15,15.285
2017-12-04,ln,14.2,14.363333333333333,14.11
2017-12-04,fdl,5.4,NA,4.96
2017-12-04,m5s,26.1,27.336666666666666,27.24
2017-12-04,leu,7.8,NA,6.5
2017-12-04,others,4.6,5.28,5.66
2017-12-04,si,NA,NA,2.3133333333333335
2017-12-04,ap,1.6,NA,1.995
2017-12-04,mdp,NA,NA,3.5277777777777777
2017-12-04,cp/ap,NA,NA,0.9444444444444444
2017-12-04,lcp,NA,NA,NaN
2017-12-06,pd,23.1,25.04666666666667,24.725
2017-12-06,pd,24.1,24.993333333333336,24.63
2017-12-06,pd,24.4,24.916666666666668,24.66
2017-12-06,pd,25.5,24.933333333333334,24.71
2017-12-06,i,NA,NA,NaN
2017-12-06,i,NA,NA,NaN
2017-12-06,i,NA,NA,NaN
2017-12-06,i,NA,NA,NaN
2017-12-06,fi,15.5,15.073333333333332,15.255
2017-12-06,fi,15.5,15.123333333333333,15.33
2017-12-06,fi,15.8,15.173333333333334,15.44
2017-12-06,fi,16.7,15.183333333333334,15.545
2017-12-06,ln,12.7,14.286666666666665,13.98
2017-12-06,ln,13.8,14.243333333333334,13.985
2017-12-06,ln,13.8,14.21,14
2017-12-06,ln,14.4,14.183333333333334,13.98
2017-12-06,fdl,4.9,NA,4.95
2017-12-06,fdl,5.3,NA,4.945
2017-12-06,fdl,5.3,NA,4.995
2017-12-06,fdl,5.4,NA,5.025
2017-12-06,m5s,25.8,27.313333333333336,27.065
2017-12-06,m5s,27.5,27.316666666666666,27.055
2017-12-06,m5s,27.5,27.310000000000002,27.105
2017-12-06,m5s,29.1,27.380000000000003,27.185
2017-12-06,leu,5.6,NA,6.2
2017-12-06,leu,6.2,NA,6.2
2017-12-06,leu,6.6,NA,6.28
2017-12-06,leu,7.5,NA,6.483333333333333
2017-12-06,others,1.2,5.126666666666667,5.62
2017-12-06,others,6.3,5.136666666666667,5.66
2017-12-06,others,6.5,5.223333333333334,5.685
2017-12-06,others,6.7,5.33,5.7
2017-12-06,si,NA,NA,2.3
2017-12-06,si,NA,NA,2.330769230769231
2017-12-06,si,NA,NA,2.3583333333333334
2017-12-06,si,NA,NA,2.3545454545454545
2017-12-06,ap,1.3,NA,1.93
2017-12-06,ap,1.3,NA,1.905
2017-12-06,ap,2,NA,1.915
2017-12-06,ap,2.7,NA,1.945
2017-12-06,mdp,NA,NA,3.570588235294118
2017-12-06,mdp,NA,NA,3.5875
2017-12-06,mdp,NA,NA,3.64
2017-12-06,mdp,NA,NA,3.678571428571429
2017-12-06,cp/ap,NA,NA,0.9444444444444444
2017-12-06,cp/ap,NA,NA,0.975
