date,party,value,mean20_missing
2017-04-27,mdp,5.1,3.87
2017-04-27,cp/ap,1.6,1.85
2017-04-27,cp/ap,NA,1.85
2017-04-27,cp/ap,NA,1.85
2017-04-27,lcp,NA,NaN
2017-04-27,lcp,NA,NaN
2017-04-27,lcp,NA,NaN
2017-04-30,pd,27.4,26.945
2017-04-30,i,NA,NaN
2017-04-30,fi,12.7,12.715
2017-04-30,ln,12.5,12.745000000000001
2017-04-30,fdl,4.9,4.7299999999999995
2017-04-30,m5s,28.6,29.14
2017-04-30,leu,NA,NaN
2017-04-30,others,4.7,4.18
2017-04-30,si,2,2.33
2017-04-30,ap,3.2,3.045
2017-04-30,mdp,4,3.92
2017-04-30,cp/ap,NA,1.92
2017-04-30,lcp,NA,NaN
2017-05-03,pd,26.8,26.975
2017-05-03,pd,27.9,27.105
2017-05-03,pd,29.5,27.25
2017-05-03,i,NA,NaN
2017-05-03,i,NA,NaN
2017-05-03,i,NA,NaN
2017-05-03,fi,12.3,12.63
2017-05-03,fi,12.4,12.655
2017-05-03,fi,13.1,12.67
2017-05-03,ln,12.2,12.68
2017-05-03,ln,12.8,12.685
2017-05-03,ln,12.8,12.69
2017-05-03,fdl,4.5,4.705
2017-05-03,fdl,4.9,4.72
2017-05-03,fdl,5.1,4.745
2017-05-03,m5s,26.7,28.9
2017-05-03,m5s,28.2,28.91
2017-05-03,m5s,29.4,28.945
2017-05-03,leu,NA,NaN
2017-05-03,leu,NA,NaN
2017-05-03,leu,NA,NaN
2017-05-03,others,4,4.155
2017-05-03,others,4.9,4.19
2017-05-03,others,5,4.225
2017-05-03,si,2.3,2.305
2017-05-03,si,2.4,2.3
2017-05-03,si,2.5,2.295
2017-05-03,ap,2.5,3.045
2017-05-03,ap,3,3.06
2017-05-03,ap,3.2,3.0700000000000003
2017-05-03,mdp,3.6,3.875
2017-05-03,mdp,3.8,3.87
2017-05-03,mdp,4.2,3.885
2017-05-03,cp/ap,NA,1.95
2017-05-03,cp/ap,NA,1.95
2017-05-03,cp/ap,NA,1.95
2017-05-03,lcp,NA,NaN
2017-05-03,lcp,NA,NaN
2017-05-03,lcp,NA,NaN
2017-05-04,pd,30.4,27.365
2017-05-04,i,NA,NaN
2017-05-04,fi,13.1,12.68
2017-05-04,ln,12.3,12.66
2017-05-04,fdl,4.8,4.735
2017-05-04,m5s,30.2,28.91
2017-05-04,leu,NA,NaN
2017-05-04,others,1.7,4.08
2017-05-04,si,2.1,2.26
2017-05-04,ap,3,3.045
2017-05-04,mdp,2.4,3.79
2017-05-04,cp/ap,NA,1.95
2017-05-04,lcp,NA,NaN
2017-05-05,pd,28.2,27.395
2017-05-05,i,NA,NaN
2017-05-05,fi,12.3,12.64
2017-05-05,ln,11.9,12.61
2017-05-05,fdl,4.7,4.71
2017-05-05,m5s,26.8,28.715
2017-05-05,leu,NA,NaN
2017-05-05,others,5.7,4.26
2017-05-05,si,1.2,2.2
2017-05-05,ap,3.5,3.0500000000000003
2017-05-05,mdp,3.5,3.835
2017-05-05,cp/ap,2.2,2
2017-05-05,lcp,NA,NaN
2017-05-06,pd,28.5,27.45
2017-05-06,i,NA,NaN
2017-05-06,fi,13,12.65
2017-05-06,ln,12.4,12.655000000000001
2017-05-06,fdl,4.6,4.675
2017-05-06,m5s,29,28.815
2017-05-06,leu,NA,NaN
2017-05-06,others,4.2,4.205
2017-05-06,si,2,2.225
2017-05-06,ap,2.8,3.0300000000000002
2017-05-06,mdp,3.5,3.825
2017-05-06,cp/ap,NA,1.925
2017-05-06,lcp,NA,NaN
2017-05-08,pd,27,27.46
2017-05-08,pd,27.4,27.63
2017-05-08,i,NA,NaN
2017-05-08,i,NA,NaN
2017-05-08,fi,12.5,12.629999999999999
2017-05-08,fi,13.9,12.675
2017-05-08,ln,12,12.64
2017-05-08,ln,13.5,12.665000000000001
2017-05-08,fdl,4.5,4.66
2017-05-08,fdl,4.8,4.675
2017-05-08,m5s,29.3,28.78
2017-05-08,m5s,32,28.78
2017-05-08,leu,NA,NaN
2017-05-08,leu,NA,NaN
2017-05-08,others,1.9,4.06
2017-05-08,others,3,4.06
2017-05-08,si,2.3,2.25
2017-05-08,si,2.5,2.275
2017-05-08,ap,2.5,3.02
2017-05-08,ap,3,2.995
2017-05-08,mdp,2.4,3.75
2017-05-08,mdp,3.5,3.675
2017-05-08,cp/ap,0.5,1.6400000000000001
2017-05-08,cp/ap,1.5,1.6166666666666667
2017-05-08,lcp,NA,NaN
2017-05-08,lcp,NA,NaN
2017-05-10,pd,28.4,27.705
2017-05-10,pd,30.5,27.79
2017-05-10,i,NA,NaN
2017-05-10,i,NA,NaN
2017-05-10,fi,11.5,12.695
2017-05-10,fi,12.8,12.695
2017-05-10,ln,12.6,12.65
2017-05-10,ln,13,12.64
2017-05-10,fdl,4.4,4.67
2017-05-10,fdl,5,4.68
2017-05-10,m5s,27.5,28.78
2017-05-10,m5s,28.1,28.76
2017-05-10,leu,NA,NaN
2017-05-10,leu,NA,NaN
2017-05-10,others,3.5,4.03
2017-05-10,others,5.2,4.065
2017-05-10,si,2.4,2.27
2017-05-10,si,2.5,2.25
2017-05-10,ap,2.8,2.98
2017-05-10,ap,3.1,2.96
2017-05-10,mdp,3,3.655
2017-05-10,mdp,3.7,3.64
2017-05-10,cp/ap,NA,1.6166666666666667
2017-05-10,cp/ap,NA,1.6166666666666667
2017-05-10,lcp,NA,NaN
2017-05-10,lcp,NA,NaN
2017-05-11,pd,27.1,27.87
2017-05-11,pd,28.5,27.9
2017-05-11,i,NA,NaN
2017-05-11,i,NA,NaN
2017-05-11,fi,13.2,12.705
2017-05-11,fi,13.3,12.72
2017-05-11,ln,12.2,12.63
2017-05-11,ln,12.9,12.68
2017-05-11,fdl,4,4.63
2017-05-11,fdl,4.8,4.615
2017-05-11,m5s,27.5,28.605
2017-05-11,m5s,29.5,28.72
2017-05-11,leu,NA,NaN
2017-05-11,leu,NA,NaN
2017-05-11,others,3.2,4.005
2017-05-11,others,5.2,4.01
2017-05-11,si,2.1,2.23
2017-05-11,si,2.8,2.305
2017-05-11,ap,2,2.93
2017-05-11,ap,2.3,2.895
2017-05-11,mdp,3.6,3.62
2017-05-11,mdp,3.8,3.64
2017-05-11,cp/ap,2,1.6714285714285715
2017-05-11,cp/ap,NA,1.6
2017-05-11,lcp,NA,NaN
2017-05-11,lcp,NA,NaN
2017-05-13,pd,28.1,27.965
2017-05-13,i,NA,NaN
2017-05-13,fi,13.3,12.725
2017-05-13,ln,12.9,12.705
2017-05-13,fdl,4.3,4.59
2017-05-13,m5s,29.6,28.73
2017-05-13,leu,NA,NaN
2017-05-13,others,4.1,3.99
2017-05-13,si,2,2.31
2017-05-13,ap,2.6,2.875
2017-05-13,mdp,3.1,3.595
2017-05-13,cp/ap,NA,1.6
2017-05-13,lcp,NA,NaN
2017-05-17,pd,28.6,28.055
2017-05-17,pd,29.7,28.175
2017-05-17,i,NA,NaN
2017-05-17,i,NA,NaN
2017-05-17,fi,11.7,12.735
2017-05-17,fi,12.9,12.75
2017-05-17,ln,12.4,12.68
2017-05-17,ln,13.6,12.685
2017-05-17,fdl,4.5,4.63
2017-05-17,fdl,4.6,4.63
2017-05-17,m5s,27.6,28.745
2017-05-17,m5s,28.5,28.75
2017-05-17,leu,NA,NaN
2017-05-17,leu,NA,NaN
2017-05-17,others,3.4,4.0600000000000005
2017-05-17,others,5,4.115
2017-05-17,si,2.4,2.325
2017-05-17,si,2.7,2.34
2017-05-17,ap,2.8,2.865
2017-05-17,ap,3.1,2.865
2017-05-17,mdp,2.8,3.58
2017-05-17,mdp,3.7,3.58
2017-05-17,cp/ap,NA,1.56
2017-05-17,cp/ap,NA,1.56
2017-05-17,lcp,NA,NaN
2017-05-17,lcp,NA,NaN
2017-05-18,pd,26.8,28.055
2017-05-18,i,NA,NaN
2017-05-18,fi,13.5,12.765
2017-05-18,ln,12.5,12.57
2017-05-18,fdl,4.8,4.64
2017-05-18,m5s,29.3,28.740000000000002
2017-05-18,leu,NA,NaN
2017-05-18,others,5.3,4.14
2017-05-18,si,2.2,2.32
2017-05-18,ap,2.2,2.815
2017-05-18,mdp,3.4,3.565
2017-05-18,cp/ap,NA,1.56
2017-05-18,lcp,NA,NaN
2017-05-19,pd,28.1,28.18
2017-05-19,pd,28.2,28.23
2017-05-19,i,NA,NaN
2017-05-19,i,NA,NaN
2017-05-19,fi,12.5,12.795
2017-05-19,fi,13.7,12.845
2017-05-19,ln,11.5,12.56
2017-05-19,ln,14.3,12.655
2017-05-19,fdl,3,4.6
2017-05-19,fdl,4.3,4.57
2017-05-19,m5s,27.6,28.78
2017-05-19,m5s,29.2,28.740000000000002
2017-05-19,leu,NA,NaN
2017-05-19,leu,NA,NaN
2017-05-19,others,2.5,4.13
2017-05-19,others,5.7,4.18
2017-05-19,si,1.5,2.275
2017-05-19,si,2.5,2.275
2017-05-19,ap,2.8,2.825
2017-05-19,ap,3.5,2.85
2017-05-19,mdp,2.3,3.48
2017-05-19,mdp,3.3,3.435
2017-05-19,cp/ap,1.5,1.54
2017-05-19,cp/ap,2,1.6166666666666667
2017-05-19,lcp,NA,NaN
2017-05-19,lcp,NA,NaN
2017-05-20,pd,27.7,28.24
2017-05-20,i,NA,NaN
2017-05-20,fi,13.3,12.85
2017-05-20,ln,12.7,12.65
2017-05-20,fdl,4.5,4.55
2017-05-20,m5s,30,28.73
2017-05-20,leu,NA,NaN
2017-05-20,others,4.2,4.12
2017-05-20,si,2.1,2.225
2017-05-20,ap,2.5,2.82
2017-05-20,mdp,3,3.33
2017-05-20,cp/ap,NA,1.6166666666666667
2017-05-20,lcp,NA,NaN
2017-05-22,pd,29.5,28.345
2017-05-22,pd,30.9,28.55
2017-05-22,i,NA,NaN
2017-05-22,i,NA,NaN
2017-05-22,fi,11.5,12.790000000000001
2017-05-22,fi,12.5,12.8
2017-05-22,ln,12.5,12.65
2017-05-22,ln,12.7,12.675
2017-05-22,fdl,4,4.505
2017-05-22,fdl,5,4.53
2017-05-22,m5s,28.5,28.725
2017-05-22,m5s,29.8,28.88
2017-05-22,leu,NA,NaN
2017-05-22,leu,NA,NaN
2017-05-22,others,2.1,3.99
2017-05-22,others,5.5,4.065
2017-05-22,si,2.4,2.245
2017-05-22,si,2.5,2.255
2017-05-22,ap,2.3,2.775
2017-05-22,ap,3,2.8
2017-05-22,mdp,2.3,3.245
2017-05-22,mdp,3,3.215
2017-05-22,cp/ap,NA,1.6166666666666667
2017-05-22,cp/ap,NA,1.6166666666666667
2017-05-22,lcp,NA,NaN
2017-05-22,lcp,NA,NaN
2017-05-24,pd,29,28.605
2017-05-24,pd,29.3,28.595
2017-05-24,i,NA,NaN
2017-05-24,i,NA,NaN
2017-05-24,fi,11.8,12.77
2017-05-24,fi,13,12.765
2017-05-24,ln,12.6,12.665
2017-05-24,ln,14.5,12.75
2017-05-24,fdl,4.3,4.5
2017-05-24,fdl,4.9,4.49
2017-05-24,m5s,26.7,28.805
2017-05-24,m5s,28,28.735
2017-05-24,leu,NA,NaN
2017-05-24,leu,NA,NaN
2017-05-24,others,3.3,3.985
2017-05-24,others,5.1,3.99
2017-05-24,si,2.4,2.255
2017-05-24,si,2.5,2.255
2017-05-24,ap,2.6,2.78
2017-05-24,ap,3.3,2.785
2017-05-24,mdp,2.7,3.16
2017-05-24,mdp,4,3.15
2017-05-24,cp/ap,NA,1.6166666666666667
2017-05-24,cp/ap,NA,1.6166666666666667
2017-05-24,lcp,NA,NaN
2017-05-24,lcp,NA,NaN
2017-05-25,pd,26.6,28.405
2017-05-25,i,NA,NaN
2017-05-25,fi,13.5,12.785
2017-05-25,ln,12.7,12.77
2017-05-25,fdl,4.9,4.495
2017-05-25,m5s,29.2,28.685
2017-05-25,leu,NA,NaN
2017-05-25,others,5.1,4.16
2017-05-25,si,2.3,2.265
2017-05-25,ap,2.1,2.7399999999999998
2017-05-25,mdp,3.5,3.205
2017-05-25,cp/ap,NA,1.6166666666666667
2017-05-25,lcp,NA,NaN
2017-05-26,pd,27.9,28.39
2017-05-26,i,NA,NaN
2017-05-26,fi,12.3,12.785
2017-05-26,ln,11.2,12.735
2017-05-26,fdl,4.5,4.485
2017-05-26,m5s,28.1,28.75
2017-05-26,leu,NA,NaN
2017-05-26,others,6.4,4.195
2017-05-26,si,1.7,2.29
2017-05-26,ap,3.2,2.725
2017-05-26,mdp,2.8,3.17
2017-05-26,cp/ap,1.9,1.5666666666666667
2017-05-26,lcp,NA,NaN
2017-05-27,pd,27.5,28.34
2017-05-27,pd,28.8,28.43
2017-05-27,i,NA,NaN
2017-05-27,i,NA,NaN
2017-05-27,fi,12.2,12.745000000000001
2017-05-27,fi,13,12.77
2017-05-27,ln,12,12.715
2017-05-27,ln,12.9,12.76
2017-05-27,fdl,3.6,4.435
2017-05-27,fdl,4.6,4.44
2017-05-27,m5s,26.5,28.625
2017-05-27,m5s,29.9,28.655
2017-05-27,leu,NA,NaN
2017-05-27,leu,NA,NaN
2017-05-27,others,4,4.185
2017-05-27,others,5.2,4.35
2017-05-27,si,2.2,2.3
2017-05-27,si,2.8,2.325
2017-05-27,ap,2.7,2.72
2017-05-27,ap,3.1,2.75
2017-05-27,mdp,3.2,3.155
2017-05-27,mdp,4.4,3.255
2017-05-27,cp/ap,1.4,1.542857142857143
2017-05-27,cp/ap,NA,1.7166666666666666
2017-05-27,lcp,NA,NaN
2017-05-27,lcp,NA,NaN
2017-05-28,pd,30.4,28.58
2017-05-28,i,NA,NaN
2017-05-28,fi,13.2,12.735
2017-05-28,ln,12.8,12.725
2017-05-28,fdl,4.6,4.43
2017-05-28,m5s,30.5,28.580000000000002
2017-05-28,leu,NA,NaN
2017-05-28,others,1.4,4.27
2017-05-28,si,2.2,2.31
2017-05-28,ap,2.1,2.705
2017-05-28,mdp,2.8,3.22
2017-05-28,cp/ap,NA,1.76
2017-05-28,lcp,NA,NaN
2017-05-29,pd,29,28.61
2017-05-29,i,NA,NaN
2017-05-29,fi,13.2,12.82
2017-05-29,ln,12.7,12.73
2017-05-29,fdl,4.4,4.43
2017-05-29,m5s,27.6,28.585
2017-05-29,leu,NA,NaN
2017-05-29,others,5,4.345
2017-05-29,si,2.5,2.315
2017-05-29,ap,2.5,2.69
2017-05-29,mdp,3.1,3.225
2017-05-29,cp/ap,NA,1.76
2017-05-29,lcp,NA,NaN
2017-05-31,pd,29.5,28.56
2017-05-31,i,NA,NaN
2017-05-31,fi,11.8,12.77
2017-05-31,ln,13.6,12.76
2017-05-31,fdl,5,4.43
2017-05-31,m5s,27.8,28.57
2017-05-31,leu,NA,NaN
2017-05-31,others,3.2,4.245
2017-05-31,si,2.6,2.32
2017-05-31,ap,3,2.685
2017-05-31,mdp,3.5,3.215
2017-05-31,cp/ap,NA,1.76
2017-05-31,lcp,NA,NaN
2017-06-01,pd,26.1,28.51
2017-06-01,i,NA,NaN
2017-06-01,fi,13.2,12.77
2017-06-01,ln,12.9,12.795
2017-06-01,fdl,4.9,4.475
2017-06-01,m5s,30.1,28.7
2017-06-01,leu,NA,NaN
2017-06-01,others,5,4.335
2017-06-01,si,2.2,2.325
2017-06-01,ap,2,2.685
2017-06-01,mdp,3.6,3.215
2017-06-01,cp/ap,NA,1.7
2017-06-01,lcp,NA,NaN
2017-06-03,pd,27.6,28.465
2017-06-03,i,NA,NaN
2017-06-03,fi,13.1,12.76
2017-06-03,ln,13.1,12.805
2017-06-03,fdl,4.6,4.465
2017-06-03,m5s,29.8,28.715
2017-06-03,leu,NA,NaN
2017-06-03,others,4,4.275
2017-06-03,si,2.2,2.295
2017-06-03,ap,2.7,2.705
2017-06-03,mdp,2.9,3.17
2017-06-03,cp/ap,NA,1.7
2017-06-03,lcp,NA,NaN
2017-06-06,pd,28,28.46
2017-06-06,pd,28,28.43
2017-06-06,i,NA,NaN
2017-06-06,i,NA,NaN
2017-06-06,fi,12.4,12.715
2017-06-06,fi,12.4,12.75
2017-06-06,ln,12.5,12.785
2017-06-06,ln,16.5,12.99
2017-06-06,fdl,4.5,4.475
2017-06-06,fdl,NA,4.473684210526316
2017-06-06,m5s,29,28.685
2017-06-06,m5s,29,28.755
2017-06-06,leu,NA,NaN
2017-06-06,leu,NA,NaN
2017-06-06,others,2.1,4.175
2017-06-06,others,7.4,4.375
2017-06-06,si,NA,2.3105263157894735
2017-06-06,si,NA,2.305555555555556
2017-06-06,ap,3,2.725
2017-06-06,ap,3,2.735
2017-06-06,mdp,3.2,3.175
2017-06-06,mdp,NA,3.194736842105263
2017-06-06,cp/ap,6,2.56
2017-06-06,cp/ap,NA,2.56
2017-06-06,lcp,NA,NaN
2017-06-06,lcp,NA,NaN
2017-06-07,pd,29.1,28.4
2017-06-07,pd,29.3,28.525
2017-06-07,pd,29.6,28.6
2017-06-07,i,NA,NaN
2017-06-07,i,NA,NaN
2017-06-07,i,NA,NaN
2017-06-07,fi,12.2,12.715
2017-06-07,fi,12.9,12.685
2017-06-07,fi,13.5,12.735
2017-06-07,ln,12.4,12.93
2017-06-07,ln,13,12.955
2017-06-07,ln,14,13.08
2017-06-07,fdl,4.1,4.447368421052632
2017-06-07,fdl,4.3,4.421052631578947
2017-06-07,fdl,4.8,4.515789473684211
2017-06-07,m5s,26.9,28.675
2017-06-07,m5s,27.9,28.605
2017-06-07,m5s,30.6,28.755
2017-06-07,leu,NA,NaN
2017-06-07,leu,NA,NaN
2017-06-07,leu,NA,NaN
2017-06-07,others,1.9,4.22
2017-06-07,others,3.6,4.135
2017-06-07,others,4.8,4.25
2017-06-07,si,2.6,2.3
2017-06-07,si,2.7,2.327777777777778
2017-06-07,si,2.8,2.4
2017-06-07,ap,2.1,2.685
2017-06-07,ap,2.4,2.695
2017-06-07,ap,2.8,2.695
2017-06-07,mdp,2.7,3.142105263157895
2017-06-07,mdp,3,3.1210526315789475
2017-06-07,mdp,4,3.210526315789474
2017-06-07,cp/ap,NA,2.56
2017-06-07,cp/ap,NA,2.56
2017-06-07,cp/ap,NA,2.825
2017-06-07,lcp,NA,NaN
2017-06-07,lcp,NA,NaN
2017-06-07,lcp,NA,NaN
2017-06-08,pd,26,28.490000000000002
2017-06-08,pd,26.4,28.425
2017-06-08,i,NA,NaN
2017-06-08,i,NA,NaN
2017-06-08,fi,12,12.65
2017-06-08,fi,13.1,12.64
2017-06-08,ln,12,12.965
2017-06-08,ln,13,12.98
2017-06-08,fdl,4.9,4.5473684210526315
2017-06-08,fdl,5,4.573684210526316
2017-06-08,m5s,30,28.795
2017-06-08,m5s,30.1,28.8
2017-06-08,leu,NA,NaN
2017-06-08,leu,NA,NaN
2017-06-08,others,3,4.115
2017-06-08,others,6,4.205
2017-06-08,si,2,2.3722222222222222
2017-06-08,si,NA,2.388235294117647
2017-06-08,ap,2,2.62
2017-06-08,ap,3,2.645
2017-06-08,mdp,4,3.2473684210526317
2017-06-08,mdp,NA,3.261111111111111
2017-06-08,cp/ap,7.5,4.2
2017-06-08,cp/ap,NA,4.2
2017-06-08,lcp,NA,NaN
2017-06-08,lcp,NA,NaN
2017-06-09,pd,27.4,28.32
2017-06-09,i,NA,NaN
2017-06-09,fi,13.1,12.72
2017-06-09,ln,13.4,13.025
2017-06-09,fdl,4.7,4.610526315789474
2017-06-09,m5s,29.8,28.865000000000002
2017-06-09,leu,NA,NaN
2017-06-09,others,3.6,4.28
2017-06-09,si,2.2,2.376470588235294
2017-06-09,ap,2.6,2.66
2017-06-09,mdp,3.2,3.3111111111111113
2017-06-09,cp/ap,NA,4.2
2017-06-09,lcp,NA,NaN
2017-06-11,pd,29.2,28.235
2017-06-11,i,NA,NaN
2017-06-11,fi,13.5,12.77
2017-06-11,ln,12.1,12.995
2017-06-11,fdl,3.8,4.5473684210526315
2017-06-11,m5s,29.7,28.86
2017-06-11,leu,NA,NaN
2017-06-11,others,1.4,4.075
2017-06-11,si,2.6,2.3823529411764706
2017-06-11,ap,3.2,2.67
2017-06-11,mdp,NA,3.3294117647058825
2017-06-11,cp/ap,4.5,4.26
2017-06-11,lcp,NA,NaN
2017-06-12,pd,28.6,28.215
2017-06-12,pd,29.5,28.225
2017-06-12,i,NA,NaN
2017-06-12,i,NA,NaN
2017-06-12,fi,11.5,12.754999999999999
2017-06-12,fi,12.5,12.73
2017-06-12,ln,12.5,12.99
2017-06-12,ln,15,13.015
2017-06-12,fdl,3,4.478947368421053
2017-06-12,fdl,4,4.431578947368421
2017-06-12,m5s,29,28.975
2017-06-12,m5s,29.5,29.05
2017-06-12,leu,NA,NaN
2017-06-12,leu,NA,NaN
2017-06-12,others,2.4,4.03
2017-06-12,others,5,4.025
2017-06-12,si,2,2.3588235294117648
2017-06-12,si,2.5,2.3588235294117648
2017-06-12,ap,3,2.69
2017-06-12,ap,3,2.675
2017-06-12,mdp,2,3.288235294117647
2017-06-12,mdp,3,3.2294117647058824
2017-06-12,cp/ap,2,3.8833333333333333
2017-06-12,cp/ap,NA,3.8833333333333333
2017-06-12,lcp,NA,NaN
2017-06-12,lcp,NA,NaN
2017-06-14,pd,28.1,28.3
2017-06-14,pd,28.5,28.330000000000002
2017-06-14,i,NA,NaN
2017-06-14,i,NA,NaN
2017-06-14,fi,12.8,12.695
2017-06-14,fi,13.3,12.745
2017-06-14,ln,13.5,13.055
2017-06-14,ln,13.6,13.175
2017-06-14,fdl,4.2,4.394736842105263
2017-06-14,fdl,4.7,4.405263157894737
2017-06-14,m5s,27,28.94
2017-06-14,m5s,27,28.885
2017-06-14,leu,NA,NaN
2017-06-14,leu,NA,NaN
2017-06-14,others,3.5,3.945
2017-06-14,others,5.5,3.9
2017-06-14,si,2.5,2.3705882352941177
2017-06-14,si,2.8,2.435294117647059
2017-06-14,ap,2.5,2.695
2017-06-14,ap,3.2,2.695
2017-06-14,mdp,3,3.2
2017-06-14,mdp,4.3,3.288235294117647
2017-06-14,cp/ap,NA,3.8833333333333333
2017-06-14,cp/ap,NA,4.28
2017-06-14,lcp,NA,NaN
2017-06-14,lcp,NA,NaN
2017-06-16,pd,26.8,28.295
2017-06-16,i,NA,NaN
2017-06-16,fi,14.1,12.84
2017-06-16,ln,13.8,13.265
2017-06-16,fdl,4.9,4.473684210526316
2017-06-16,m5s,28.4,28.98
2017-06-16,leu,NA,NaN
2017-06-16,others,3.7,3.8850000000000002
2017-06-16,si,2.2,2.435294117647059
2017-06-16,ap,2.6,2.69
2017-06-16,mdp,3.6,3.311764705882353
2017-06-16,cp/ap,NA,5
2017-06-16,lcp,NA,NaN
2017-06-21,pd,28,28.255
2017-06-21,pd,29,28.185
2017-06-21,i,NA,NaN
2017-06-21,i,NA,NaN
2017-06-21,fi,13.1,12.845
2017-06-21,fi,13.5,12.86
2017-06-21,ln,13.4,13.29
2017-06-21,ln,14.2,13.36
2017-06-21,fdl,4.2,4.4526315789473685
2017-06-21,fdl,4.2,4.431578947368421
2017-06-21,m5s,27,28.835
2017-06-21,m5s,27.1,28.665
2017-06-21,leu,NA,NaN
2017-06-21,leu,NA,NaN
2017-06-21,others,3.3,3.79
2017-06-21,others,4.9,3.965
2017-06-21,si,2.2,2.4
2017-06-21,si,2.7,2.4294117647058826
2017-06-21,ap,3,2.685
2017-06-21,ap,3.3,2.745
2017-06-21,mdp,3.3,3.2470588235294118
2017-06-21,mdp,3.6,3.2941176470588234
2017-06-21,cp/ap,NA,5
2017-06-21,cp/ap,NA,5
2017-06-21,lcp,NA,NaN
2017-06-21,lcp,NA,NaN
2017-06-23,pd,26.6,28.065
2017-06-23,pd,28,27.990000000000002
2017-06-23,pd,28.3,28.1
2017-06-23,i,NA,NaN
2017-06-23,i,NA,NaN
2017-06-23,i,NA,NaN
2017-06-23,fi,12.5,12.825
2017-06-23,fi,12.9,12.88
2017-06-23,fi,14.1,12.925
2017-06-23,ln,12.2,13.335
2017-06-23,ln,13.1,13.31
2017-06-23,ln,14.1,13.37
2017-06-23,fdl,4.3,4.426315789473684
2017-06-23,fdl,4.5,4.4
2017-06-23,fdl,4.9,4.4
2017-06-23,m5s,26.4,28.605
2017-06-23,m5s,28,28.615
2017-06-23,m5s,28.2,28.52
2017-06-23,leu,NA,NaN
2017-06-23,leu,NA,NaN
2017-06-23,leu,NA,NaN
2017-06-23,others,3.9,3.91
2017-06-23,others,4.8,3.99
2017-06-23,others,7.1,4.095
2017-06-23,si,2.2,2.411764705882353
2017-06-23,si,2.9,2.4294117647058826
2017-06-23,si,NA,2.44375
2017-06-23,ap,2.5,2.745
2017-06-23,ap,3,2.745
2017-06-23,ap,3.2,2.805
2017-06-23,mdp,3.2,3.3
2017-06-23,mdp,3.7,3.311764705882353
2017-06-23,mdp,4.1,3.3411764705882354
2017-06-23,cp/ap,1.3,4.26
2017-06-23,cp/ap,NA,4.26
2017-06-23,cp/ap,NA,4.26
2017-06-23,lcp,NA,NaN
2017-06-23,lcp,NA,NaN
2017-06-23,lcp,NA,NaN
2017-06-26,pd,29,28.17
2017-06-26,i,NA,NaN
2017-06-26,fi,12,12.87
2017-06-26,ln,13,13.365
2017-06-26,fdl,4,4.368421052631579
2017-06-26,m5s,29,28.48
2017-06-26,leu,NA,NaN
2017-06-26,others,4.5,4.12
2017-06-26,si,2.5,2.4625
2017-06-26,ap,3,2.82
2017-06-26,mdp,3,3.347058823529412
2017-06-26,cp/ap,NA,4.26
2017-06-26,lcp,NA,NaN
2017-06-28,pd,26.5,28.095
2017-06-28,pd,27.2,28.055
2017-06-28,pd,27.4,27.97
2017-06-28,pd,27.8,27.895
2017-06-28,pd,28.5,27.84
2017-06-28,i,NA,NaN
2017-06-28,i,NA,NaN
2017-06-28,i,NA,NaN
2017-06-28,i,NA,NaN
2017-06-28,i,NA,NaN
2017-06-28,fi,13,12.9
2017-06-28,fi,13.5,12.955
2017-06-28,fi,13.7,13.03
2017-06-28,fi,14.1,13.09
2017-06-28,fi,14.3,13.13
2017-06-28,ln,13.6,13.42
2017-06-28,ln,13.7,13.28
2017-06-28,ln,14,13.36
2017-06-28,ln,15,13.459999999999999
2017-06-28,ln,15,13.51
2017-06-28,fdl,4.1,4.347368421052631
2017-06-28,fdl,4.2,4.34
2017-06-28,fdl,4.3,4.35
2017-06-28,fdl,4.4,4.355
2017-06-28,fdl,4.8,4.355
2017-06-28,m5s,25.9,28.325
2017-06-28,m5s,26.8,28.215
2017-06-28,m5s,28,28.27
2017-06-28,m5s,28.3,28.29
2017-06-28,m5s,28.4,28.18
2017-06-28,leu,NA,NaN
2017-06-28,leu,NA,NaN
2017-06-28,leu,NA,NaN
2017-06-28,leu,NA,NaN
2017-06-28,leu,NA,NaN
2017-06-28,others,2.5,4.14
2017-06-28,others,2.9,3.915
2017-06-28,others,4.1,4.025
2017-06-28,others,4.2,4.055
2017-06-28,others,4.6,4.045
2017-06-28,si,2.4,2.458823529411765
2017-06-28,si,2.5,2.4611111111111112
2017-06-28,si,2.5,2.4555555555555557
2017-06-28,si,2.8,2.4611111111111112
2017-06-28,si,2.8,2.4611111111111112
2017-06-28,ap,1.8,2.7600000000000002
2017-06-28,ap,2.4,2.73
2017-06-28,ap,2.9,2.77
2017-06-28,ap,3.1,2.805
2017-06-28,ap,3.1,2.82
2017-06-28,mdp,2.9,3.3294117647058825
2017-06-28,mdp,3.4,3.3333333333333335
2017-06-28,mdp,3.7,3.388888888888889
2017-06-28,mdp,3.8,3.433333333333333
2017-06-28,mdp,4.5,3.4611111111111112
2017-06-28,cp/ap,0.6,3.18
2017-06-28,cp/ap,NA,3.18
2017-06-28,cp/ap,NA,3.18
2017-06-28,cp/ap,NA,3.18
2017-06-28,cp/ap,NA,3.18
2017-06-28,lcp,NA,NaN
2017-06-28,lcp,NA,NaN
2017-06-28,lcp,NA,NaN
2017-06-28,lcp,NA,NaN
2017-06-28,lcp,NA,NaN
2017-06-30,pd,26.3,27.855
